name,role,tier,refine_v24,refine_min,refine_r2019,d_r2019,score,refine,refine_R,refine_F,bss,brier,logloss,auc,pred_mean,d,score_cold,score_m1,se_vs_anchor,n_folds,delta_vs_anchor,beats_anchor,brier_cal,logloss_cal,logloss_cold
glm_offset_hgb+K0,candidate,,766.0723408420912,-750.6149246397626,1598.6282124691518,-0.02161419568995715,878.3697954131003,968.8490918723687,730.2329672210019,44.303771159856694,0.008783697954131003,0.24652095942668867,0.6861642144746488,0.5569622486647615,0.5219833420383724,0.002070191129442983,1173.625540061248,331.85897009640473,nan,4,nan,False,,,
glm_offset_hgb_notm+K0,candidate,,754.6498495711339,-758.3701595679547,1609.6930940694724,-0.025836682800658872,850.5558333562201,962.8499203960226,729.7964058467386,13.568391843784156,0.0085055583335622,0.2465897163546369,0.6863107670927444,0.5569097101041915,0.5212242623731402,0.0013111114642107985,1163.1818337513375,298.4911679540153,nan,4,nan,False,,,
glm_offset_hgb+RC2,candidate,,720.5157221456427,-856.7170130368951,nan,nan,-168.64030886206695,-68.10064544562618,657.4655924285158,241.6728024402717,-0.0016864030886206693,0.2503257198937317,0.6940856482698436,0.5386402294205824,0.5080718676017935,0.01504079026318128,-1295.5325712121773,-561.867613765299,nan,2,nan,False,,,
hgb82_reg+K0,candidate,,718.8933722981411,-1203.768854553054,1561.6184531929487,-0.022548667191364946,737.8185054813607,845.7207751553269,703.1987776339515,255.74719619731067,0.007378185054813607,0.24687184388926936,0.6869424506101633,0.5563356409119724,0.5225214547342458,0.0026083038253164187,917.4180609484472,6.904167424864795,nan,4,nan,False,,,
glm_offset_hgb_notm+RC2,candidate,,714.9425161207707,-794.1572823899543,nan,nan,-141.21598859208603,-39.60738313459177,659.5958526604451,251.933025171015,-0.0014121598859208604,0.25025715573144874,0.6939246477670192,0.5385981205937227,0.5080709581468223,0.015039880808210199,-1147.385260865427,-538.9805308262941,nan,2,nan,False,,,
hgb82_reg_notm+K0,candidate,,709.9174047259818,-1178.8337122922949,1559.538937552603,-0.027137292951778802,713.7827387011354,844.8732012141106,694.2374140044965,233.12533202491753,0.007137827387011354,0.2469309007576088,0.6870576855445083,0.5560570884459625,0.521473291537999,0.0015601406290695896,935.1757840767342,14.602313856515423,nan,4,nan,False,,,
hgb82_reg+RC2,candidate,,663.0240002302536,-1107.5532945036443,nan,nan,-361.20472151149886,-222.26464713669537,620.7547214133704,325.0065703714801,-0.0036120472151149885,0.25080706175656076,0.6951306228218288,0.5371669236259502,0.5106794361881206,0.017648358849508494,-1733.3573736206936,-750.2203706057476,nan,2,nan,False,,,
hgb82_reg_notm+RC2,candidate,,658.0569166641529,-1110.3597705457105,nan,nan,-355.2792806415017,-226.15142694077878,620.5493252073402,307.4322421285002,-0.003552792806415017,0.25079224726838945,0.695092074547633,0.5370361245537443,0.5100390941023674,0.01700801676375524,-1696.1517186518531,-739.0908058590884,nan,2,nan,False,,,
glm_offset_hgb_notm+K1_iso,candidate,,595.4372375378293,-1222.128897271242,1413.0328525411453,-0.029729501646850398,540.4676090391747,684.4911125812713,650.9456814291491,-308.18620097519295,0.005404676090391747,0.24736109603882972,0.6940069544741685,0.5561094220627321,0.5216787203147992,0.001765569405869874,564.595098207112,527.9161878461058,nan,4,nan,False,,,
glm_offset_hgb+K1_iso,candidate,,590.7556235708778,-1229.84089204079,1373.5397876776112,-0.026842880437265126,560.9841431586715,686.0165634696409,652.2527544362438,-264.00924219782087,0.005609841431586715,0.2473102307157599,0.6936014673369637,0.5558063955883139,0.5223377407349481,0.002424589826018758,609.4501920424816,549.0086331726845,nan,4,nan,False,,,
hgb82_reg+K1_iso,candidate,,551.3788631507537,-1499.4236554338627,1360.4985439226105,-0.026185231809533804,179.94620071208885,342.5200408104759,626.8105279453287,-1716.7391220682696,0.0017994620071208885,0.2482604050403339,0.7268559996107329,0.5554219727855101,0.5257178039392674,0.005804653030337878,-318.4478681071489,403.49825159471663,nan,4,nan,False,,,
hgb82_reg_notm+K1_iso,candidate,,533.19450612595,-1485.567741565778,1372.6857330888922,-0.029483088793703316,342.8294518303843,498.06952249174054,617.5104849318809,-1005.9261307060767,0.003428294518303843,0.24785401446935104,0.7076759357453548,0.5549985826531755,0.5229676677331271,0.00305451682419762,234.86771498448923,397.8644135428699,nan,4,nan,False,,,
glm_offset_hgb+RC,candidate,,494.17295279340397,-939.313625058679,1335.7462471399067,-0.026947236460892032,642.2631822881942,756.0240713916257,616.8738631317,-200.14932922229957,0.006422631822881942,0.24710687908996148,0.6874304102453183,0.5539208059480722,0.520965906231486,0.0010527553225566366,726.8317588654264,649.6849527875049,nan,4,nan,False,,,
glm_offset_hgb_notm+RC,candidate,,493.2908102723842,-904.6290204269476,1334.9055237626442,-0.028889194447236144,635.5575347493536,760.9513663663477,616.7788464502089,-213.0806373957641,0.006355575347493536,0.2471231324454873,0.6874543861475326,0.5538214014328849,0.5205256978647528,0.0006125469558233565,735.7174533288239,644.27995477013,nan,4,nan,False,,,
hgb82_reg+RC,candidate,,480.1120379567375,-1250.8368706011152,1266.1545736728754,-0.027816712018173262,526.4871667083866,657.0069495838881,594.8226098259165,-78.12750429909102,0.0052648716670838655,0.24739540396032786,0.6880630184255184,0.5533351431127815,0.5213943981291892,0.001481247220259746,459.6011568857041,513.7602288189713,nan,4,nan,False,,,
