run_id,timestamp_utc,data_source,name,role,tier,refine_v24,refine_min,refine_r2019,d_r2019,score,refine,refine_R,refine_F,bss,brier,logloss,auc,pred_mean,d,score_cold,score_m1,se_vs_anchor,n_folds,delta_vs_anchor,beats_anchor,brier_cal,logloss_cal,logloss_cold
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,hgb82+K1K4_w0,candidate,,,,,,833.1597616200023,,,,0.008331597616200023,0.24757880609510574,0.6883536985088871,0.5518282728560712,0.4916175840999479,-0.01337661530076828,1420.6068792084525,-60.81128677969023,35.00450446998086,3,222.3156676914234,True,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,hgb82+K1K4_w0.5,candidate,,,,,,793.294439371084,,,,0.007932944393710839,0.24767960581476411,0.6885077684769998,0.5481630087344975,0.4981894088170887,-0.006804790583627447,997.5786167375971,414.0389293336007,28.702289415582516,3,182.45034544250507,True,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K1K4_w0.5,candidate,,,,,,759.2011455401226,,,,0.007592011455401226,0.24776432407565827,0.689514905747488,0.5484999165745618,0.49476788971313596,-0.010226309687580168,837.4622650055102,617.1193113897689,24.08616131402636,3,148.35705161154374,True,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K4_w0.5,candidate,,,,,,673.6885251567682,,,,0.006736885251567681,0.24797801099389627,0.6890748292919001,0.5484672792236459,0.491361697495996,-0.013632501904720077,482.70785786137895,702.1719808190996,30.07599803138579,3,62.84443122818925,True,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K1K4_w0,candidate,,,,,,671.2952748748576,,,,0.006712952748748576,0.2479821139903542,0.6900099469669239,0.5514426460258525,0.48804439636285774,-0.016949803037858424,830.2525910520757,208.29670368522534,33.31085814911504,3,60.45118094627867,True,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K3_flat,candidate,,,,,,639.6827674537013,,,,0.006396827674537013,0.24806370917825468,0.6892607374764487,0.5477279477129509,0.5114180319339711,0.00642383253325494,-199.85350353954507,189.44140838342105,6.932081767543487,3,28.83867352512243,True,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K3_hedge,candidate,,,,,,631.3489836326477,,,,0.006313489836326477,0.24808453838104802,0.6893079665621024,0.5477279477129509,0.5056454891576605,0.0006512897569443584,-159.09541129144685,187.81520790196828,9.23122760491013,3,20.504889704068773,True,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K0,candidate,,,,,,610.8440939285789,,,,0.006108440939285789,0.24813579349250567,0.6894103652610429,0.5477279477129509,0.5172588574582424,0.012264658057526301,-366.7098434238181,84.25409261371881,0.0,3,0.0,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K3_ex,candidate,,,,,,582.8467658433478,,,,0.005828467658433478,0.2482055181227508,0.6895571982423107,0.5477279477129509,0.4998746931359474,-0.005119506264768777,-157.7745854102716,145.66284634802693,13.83140031172212,3,-27.99732808523106,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K4_w0,candidate,,,,,,554.9241920244382,,,,0.0055492419202443815,0.2482726031968265,0.6897044607203076,0.5514522098637098,0.4845732430182434,-0.02042095638247271,353.96757289954576,259.5566938265459,40.95287054852909,3,-55.919901904140715,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,hgb82+K0,candidate,,,,,,468.57287750913247,,,,0.004685728775091325,0.24849201022137968,0.6902691597040221,0.5488440020444251,0.5164151037415,0.011420904340783892,-703.5426350108786,-631.4132523897713,23.286942649403727,3,-142.27121641944643,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,hgb82+K3_flat,candidate,,,,,,466.7587124268105,,,,0.004667587124268105,0.24849646045368376,0.6902737767499723,0.5488440020444251,0.5109866960948465,0.005992496694130323,-652.7070411567676,-486.4617718088696,25.957021095325672,3,-144.08538150176838,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,hgb82+K3_hedge,candidate,,,,,,456.9124894653924,,,,0.004569124894653924,0.24852111766604823,0.6903197934702975,0.5488440020444251,0.5052243721475177,0.00023017274680153799,-617.2212393838137,-478.6916445817487,27.0395798084497,3,-153.9316044631865,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,hgb82+K4_w0,candidate,,,,,,407.71908847879735,,,,0.004077190884787973,0.2486414671382133,0.6906499189238766,0.5515271141237207,0.4845630770228069,-0.02043112237790921,-208.03570653787528,23.387286236364883,49.99140357163773,3,-203.12500544978155,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,hgb82+K3_ex,candidate,,,,,,407.3188775910267,,,,0.004073188775910267,0.24864487662342738,0.6905685338330585,0.5488440020444251,0.49946377001627984,-0.005530429384436246,-619.4618615118792,-511.0942315011302,29.192065370619503,3,-203.5252163375522,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,hgb82+K4_w0.5,candidate,,,,,,358.3982452280199,,,,0.003583982452280199,0.24876598291383564,0.6909350316004943,0.5484867446012781,0.4912532521130079,-0.013740947287708213,-599.8630112734642,522.2832934266879,43.31457668835873,3,-252.445848700559,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,hgb82+K1K3_hedge,candidate,,,,,,346.6122061793678,,,,0.0034661220617936777,0.24879677626145158,0.6910285142858722,0.548366930312349,0.5117389109477607,0.006744711547044664,-1074.0758379636802,6.747092362265562,23.903648593437904,3,-264.2318877492111,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K1K3_hedge,candidate,,,,,,339.5870509243134,,,,0.0033958705092431343,0.24881386780293624,0.6918612557434122,0.5469664461078967,0.5085246191124547,0.003530419711738527,-1224.5569436879305,345.83636945674976,19.480977668631883,3,-271.2570430042655,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K1K3_flat,candidate,,,,,,336.86588694032577,,,,0.003368658869403258,0.24882068948688632,0.6918913808662596,0.5469664461078967,0.5142642050392108,0.009270005638494672,-1336.5872353585476,346.32043207624884,18.047008865953174,3,-273.97820698825313,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K1_iso,candidate,,,,,,336.86588691921685,,,,0.0033686588691921684,0.248820689486939,0.6918913808663855,0.5469664461078967,0.514264205044087,0.009270005643370938,-1336.587235481205,346.32043205887004,18.047013123703803,3,-273.97820700936205,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,hgb82+K1K3_ex,candidate,,,,,,327.13701315149063,,,,0.003271370131514906,0.24884530425278825,0.69111834922144,0.548366930312349,0.5060001499536824,0.0010059505529662245,-1015.3562066048745,-23.863236200753345,25.681263424219036,3,-283.70708077708827,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,hgb82+K1K3_flat,candidate,,,,,,326.53780700559656,,,,0.0032653780700559656,0.24884685634585135,0.6911400368374238,0.548366930312349,0.5174776772591465,0.012483477858430384,-1169.6036877563413,-3.1712503134162326,23.313472616766393,3,-284.30628692298234,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,hgb82+K1_iso,candidate,,,,,,326.53780696475513,,,,0.0032653780696475514,0.24884685634595335,0.6911400368376523,0.548366930312349,0.5174776772640691,0.01248347786335304,-1169.6036879064768,-3.1712503584283716,23.313472981871943,3,-284.30628696382377,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K1K3_ex,candidate,,,,,,302.9029725463224,,,,0.003029029725463224,0.248905294293442,0.6920331820115194,0.5469664461078967,0.5027865231824183,-0.002207676218297816,-1148.8108253370099,304.9675375565478,22.026255035961245,3,-307.9411213822565,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K1K4_w1,candidate,,,,,,278.0091478052027,,,,0.002780091478052027,0.2489671020788952,0.6922051844473875,0.5479971823522879,0.5012865285932909,-0.0037076708074251785,-1095.9590011987837,414.547469521409,26.904393799225957,3,-332.8349461233762,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,hgb82+K1K4_w1,candidate,,,,,,217.82360597252622,,,,0.002178236059725262,0.24911749415868356,0.6918030796841972,0.5476279407223017,0.5044719957313343,-0.0005222036693819007,-1256.6788936981377,280.40824506183617,32.88712186984086,3,-393.02048795605265,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K4_w1,candidate,,,,,,211.93641885787943,,,,0.0021193641885787944,0.24913247823827325,0.6916048686497009,0.5480574919303148,0.4980373290134738,-0.006956870387242335,-1378.3955511804631,520.9862650550086,31.517693673893536,3,-398.9076750706995,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K2_flat,candidate,,,,,,-53.98245619030459,,,,-0.0005398245619030458,0.2500389074294638,0.6933411545685226,0.5343069684833656,0.5008925380817364,0.007861460743124216,-2263.154054686889,-515.7969320268908,7.82627346052961,2,-664.8265501188835,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K2_hedge,candidate,,,,,,-60.734449752253255,,,,-0.0006073444975225325,0.2500557669174018,0.6933734309956725,0.5343069684833656,0.49750872619647357,0.0044776488578614215,-2202.117813849447,-490.2455295301422,10.513996952767974,2,-671.5785436808321,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,rf_official+K2_ex,candidate,,,,,,-82.72057839391334,,,,-0.0008272057839391335,0.25011068262952746,0.693482329752187,0.5343069684833656,0.494127708514437,0.0010966311758248415,-2156.389008754428,-479.5929068224347,13.19952147659243,2,-693.5646723224922,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,hgb82+K4_w1,candidate,,,,,,-232.46285244079567,,,,-0.0023246285244079568,0.2502424032764438,0.694352312606718,0.5476143980231177,0.4977221362825391,-0.007272063118176982,-2865.3985106219084,401.78239962572746,46.33358328344999,3,-843.3069463693746,False,,,
20260805-035427_real,2026-08-05T03:54:27.114996+00:00,real,hgb82+K2_flat,candidate,,,,,,-353.95417636927556,,,,-0.0035395417636927555,0.2507889963628621,0.6950521857160348,0.5357062806019436,0.4958735921703501,0.0028425148317380022,-3022.35495165456,-1363.6489208768808,27.103577060898367,2,-964.7982702978545,False,,,
